"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000130479.2685565","19","havana","exon",17720986,17721037,"+","ENSG00000130479","11","MAP1S","ensembl_havana","protein_coding","ENST00000593593","5","MAP1S-203","havana","nonsense_mediated_decay",NA,"4","2","ENSE00003638271","1",NA,NA,NA,TRUE
"ENSG00000130479.2685575","19","havana","exon",17720191,17720591,"+","ENSG00000130479","11","MAP1S","ensembl_havana","protein_coding","ENST00000596637","5","MAP1S-209","havana","nonsense_mediated_decay",NA,"4","1","ENSE00003119700","1",NA,NA,NA,TRUE
"ENSG00000130511.2688480","19","havana","exon",18425909,18426083,"+","ENSG00000130511","16","SSBP4","ensembl_havana","protein_coding","ENST00000601614","6","SSBP4-211","havana","nonsense_mediated_decay",NA,"2","2","ENSE00002980140","1",NA,NA,NA,TRUE
"ENSG00000130520.2688121","19","havana","exon",18310110,18310214,"-","ENSG00000130520","10","LSM4","ensembl_havana","protein_coding","ENST00000600289","6","LSM4-206","havana","nonsense_mediated_decay",NA,"2","4","ENSE00003181020","1",NA,NA,NA,TRUE
"ENSG00000130540.2851691","22","havana","exon",43827514,43827640,"-","ENSG00000130540","14","SULT4A1","ensembl_havana","protein_coding","ENST00000422525","1","SULT4A1-202","havana","nonsense_mediated_decay",NA,"1","7","ENSE00001707855","1",NA,NA,NA,TRUE
"ENSG00000130584.2617605","20","havana","exon",63769250,63769383,"-","ENSG00000130584","11","ZBTB46","ensembl_havana","protein_coding","ENST00000650966","1","ZBTB46-206","havana","nonsense_mediated_decay",NA,NA,"4","ENSE00003849871","1",NA,NA,NA,TRUE
"ENSG00000130640.1766965","10","havana","exon",133283078,133283184,"-","ENSG00000130640","13","TUBGCP2","ensembl_havana","protein_coding","ENST00000482278","5","TUBGCP2-208","havana","nonsense_mediated_decay",NA,"2","15","ENSE00001869826","1",NA,NA,NA,TRUE
"ENSG00000130640.1766982","10","havana","exon",133299985,133300547,"-","ENSG00000130640","13","TUBGCP2","ensembl_havana","protein_coding","ENST00000487796","2","TUBGCP2-209","havana","nonsense_mediated_decay",NA,"5","3","ENSE00001824348","1",NA,NA,NA,TRUE
"ENSG00000130653.1487993","9","havana","exon",137540642,137540855,"-","ENSG00000130653","16","PNPLA7","ensembl_havana","protein_coding","ENST00000491019","2","PNPLA7-206","havana","nonsense_mediated_decay",NA,"3","6","ENSE00001921012","1",NA,NA,NA,TRUE
"ENSG00000130675.1188251","7","havana","exon",157008528,157009435,"-","ENSG00000130675","15","MNX1","ensembl_havana","protein_coding","ENST00000474448","1","MNX1-205","havana","nonsense_mediated_decay",NA,"5","1","ENSE00001881468","1",NA,NA,NA,TRUE
"ENSG00000130702.2613177","20","havana","exon",62336904,62336986,"-","ENSG00000130702","15","LAMA5","ensembl_havana","protein_coding","ENST00000474128","1","LAMA5-208","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001955289","1",NA,NA,NA,TRUE
"ENSG00000130703.2612332","20","havana","exon",62286337,62286488,"+","ENSG00000130703","16","OSBPL2","ensembl_havana","protein_coding","ENST00000644535","1","OSBPL2-220","havana","nonsense_mediated_decay",NA,NA,"11","ENSE00003829320","1",NA,NA,NA,TRUE
"ENSG00000130703.2612442","20","havana","exon",62280009,62280122,"+","ENSG00000130703","16","OSBPL2","ensembl_havana","protein_coding","ENST00000642932","1","OSBPL2-214","havana","nonsense_mediated_decay",NA,NA,"8","ENSE00003826885","1",NA,NA,NA,TRUE
"ENSG00000130703.2612481","20","havana","exon",62285536,62286217,"+","ENSG00000130703","16","OSBPL2","ensembl_havana","protein_coding","ENST00000642516","1","OSBPL2-212","havana","nonsense_mediated_decay",NA,NA,"11","ENSE00003815780","1",NA,NA,NA,TRUE
"ENSG00000130703.2612537","20","havana","exon",62271634,62271731,"+","ENSG00000130703","16","OSBPL2","ensembl_havana","protein_coding","ENST00000643174","1","OSBPL2-216","havana","nonsense_mediated_decay",NA,NA,"5","ENSE00003820972","1",NA,NA,NA,TRUE
"ENSG00000130703.2612704","20","havana","exon",62279157,62279519,"+","ENSG00000130703","16","OSBPL2","ensembl_havana","protein_coding","ENST00000645426","1","OSBPL2-223","havana","nonsense_mediated_decay","mRNA_end_NF",NA,"7","ENSE00003815903","1",NA,NA,NA,TRUE
"ENSG00000130717.1473484","9","havana","exon",131526445,131526503,"-","ENSG00000130717","13","UCK1","ensembl_havana","protein_coding","ENST00000491309","5","UCK1-208","havana","nonsense_mediated_decay",NA,"2","6","ENSE00001931676","1",NA,NA,NA,TRUE
"ENSG00000130731.2193168","16","havana","exon",634889,635063,"-","ENSG00000130731","16","METTL26","ensembl_havana","protein_coding","ENST00000456420","6","METTL26-207","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00003607074","1",NA,NA,NA,TRUE
"ENSG00000130731.2193192","16","havana","exon",634889,635063,"-","ENSG00000130731","16","METTL26","ensembl_havana","protein_coding","ENST00000564039","1","METTL26-208","havana","nonsense_mediated_decay","cds_start_NF","2","3","ENSE00003679032","1",NA,NA,NA,TRUE
"ENSG00000130755.2722502","19","havana","exon",39329548,39329626,"-","ENSG00000130755","13","GMFG","ensembl_havana","protein_coding","ENST00000596583","5","GMFG-205","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00002980260","1",NA,NA,NA,TRUE
"ENSG00000130764.12007","1","havana","exon",3783770,3783911,"-","ENSG00000130764","10","LRRC47","ensembl_havana","protein_coding","ENST00000479239","1","LRRC47-203","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001928179","1",NA,NA,NA,TRUE
"ENSG00000130768.47557","1","havana","exon",27948994,27949162,"+","ENSG00000130768","15","SMPDL3B","ensembl_havana","protein_coding","ENST00000548116","5","SMPDL3B-205","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002347919","1",NA,NA,NA,TRUE
"ENSG00000130779.1920897","12","havana","exon",122274038,122274143,"-","ENSG00000130779","20","CLIP1","ensembl_havana","protein_coding","ENST00000536634","6","CLIP1-207","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00002284005","1",NA,NA,NA,TRUE
"ENSG00000130779.1921070","12","havana","exon",122360816,122361181,"-","ENSG00000130779","20","CLIP1","ensembl_havana","protein_coding","ENST00000541108","1","CLIP1-216","havana","nonsense_mediated_decay",NA,"1","4","ENSE00002250753","1",NA,NA,NA,TRUE
"ENSG00000130783.1922042","12","havana","exon",122826422,122826617,"+","ENSG00000130783","14","CCDC62","ensembl_havana","protein_coding","ENST00000341952","8","CCDC62-202","havana","nonsense_mediated_decay",NA,"2","12","ENSE00001374517","1",NA,NA,NA,TRUE
"ENSG00000130803.2650709","19","havana","exon",9157834,9158075,"+","ENSG00000130803","15","ZNF317","ensembl_havana","protein_coding","ENST00000591278","5","ZNF317-205","havana","nonsense_mediated_decay",NA,"1","5","ENSE00002878308","1",NA,NA,NA,TRUE
"ENSG00000130811.2653535","19","havana","exon",10119067,10119171,"-","ENSG00000130811","12","EIF3G","ensembl_havana","protein_coding","ENST00000593066","5","EIF3G-214","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002885214","1",NA,NA,NA,TRUE
"ENSG00000130811.2653578","19","havana","exon",10119088,10119255,"-","ENSG00000130811","12","EIF3G","ensembl_havana","protein_coding","ENST00000587993","5","EIF3G-205","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002904874","1",NA,NA,NA,TRUE
"ENSG00000130813.2653139","19","havana","exon",10089307,10089695,"+","ENSG00000130813","18","SHFL","ensembl_havana","protein_coding","ENST00000586889","1","SHFL-205","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00002839858","1",NA,NA,NA,TRUE
"ENSG00000130816.2653634","19","havana","exon",10180350,10180529,"-","ENSG00000130816","16","DNMT1","ensembl_havana","protein_coding","ENST00000592705","5","DNMT1-227","havana","nonsense_mediated_decay",NA,"1","4","ENSE00002824024","1",NA,NA,NA,TRUE
"ENSG00000130816.2653902","19","havana","exon",10135439,10135852,"-","ENSG00000130816","16","DNMT1","ensembl_havana","protein_coding","ENST00000588913","5","DNMT1-214","havana","nonsense_mediated_decay","cds_start_NF","5","7","ENSE00002858176","1",NA,NA,NA,TRUE
"ENSG00000130816.2653951","19","havana","exon",10154586,10154730,"-","ENSG00000130816","16","DNMT1","ensembl_havana","protein_coding","ENST00000586799","1","DNMT1-208","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00002853940","1",NA,NA,NA,TRUE
"ENSG00000130816.2653992","19","havana","exon",10180778,10180836,"-","ENSG00000130816","16","DNMT1","ensembl_havana","protein_coding","ENST00000586988","5","DNMT1-210","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002953200","1",NA,NA,NA,TRUE
"ENSG00000130826.1281783","X","havana","exon",154774786,154774844,"+","ENSG00000130826","18","DKC1","ensembl_havana","protein_coding","ENST00000426673","5","DKC1-204","havana","nonsense_mediated_decay","cds_start_NF","5","6","ENSE00001795134","1",NA,NA,NA,TRUE
"ENSG00000130830.1281887","X","havana","exon",154804697,154804827,"-","ENSG00000130830","15","MPP1","ensembl_havana","protein_coding","ENST00000439370","5","MPP1-208","havana","nonsense_mediated_decay",NA,"5","2","ENSE00001762612","1",NA,NA,NA,TRUE
"ENSG00000130939.19630","1","havana","exon",10166244,10166342,"+","ENSG00000130939","20","UBE4B","ensembl_havana","protein_coding","ENST00000488228","1","UBE4B-209","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00001948088","1",NA,NA,NA,TRUE
"ENSG00000130948.1437895","9","havana","exon",96239823,96239960,"-","ENSG00000130948","10","HSD17B3","ensembl_havana","protein_coding","ENST00000648146","1","HSD17B3-206","havana","nonsense_mediated_decay",NA,NA,"11","ENSE00001901195","2",NA,NA,NA,TRUE
"ENSG00000130958.1438039","9","havana","exon",96363218,96363387,"-","ENSG00000130958","13","SLC35D2","ensembl_havana","protein_coding","ENST00000650065","1","SLC35D2-206","havana","nonsense_mediated_decay","cds_start_NF",NA,"2","ENSE00003835780","1",NA,NA,NA,TRUE
"ENSG00000131018.1037691","6","havana","exon",152135026,152135232,"-","ENSG00000131018","24","SYNE1","ensembl_havana","protein_coding","ENST00000673451","1","SYNE1-248","havana","nonsense_mediated_decay","cds_start_NF",NA,"9","ENSE00003891366","1",NA,NA,NA,TRUE
"ENSG00000131018.1038273","6","havana","exon",152542160,152542240,"-","ENSG00000131018","24","SYNE1","ensembl_havana","protein_coding","ENST00000673163","1","SYNE1-245","havana","nonsense_mediated_decay",NA,NA,"3","ENSE00003891229","1",NA,NA,NA,TRUE
"ENSG00000131018.1038439","6","ensembl_havana","exon",152471597,152471670,"-","ENSG00000131018","24","SYNE1","ensembl_havana","protein_coding","ENST00000474655","6","SYNE1-222","ensembl_havana","nonsense_mediated_decay","cds_start_NF","1","3","ENSE00003476813","1",NA,NA,NA,TRUE
"ENSG00000131023.1034427","6","havana","exon",149697092,149697186,"-","ENSG00000131023","13","LATS1","ensembl_havana","protein_coding","ENST00000441107","5","LATS1-203","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001511282","2",NA,NA,NA,TRUE
"ENSG00000131023.1034477","6","ensembl_havana","exon",149697092,149697186,"-","ENSG00000131023","13","LATS1","ensembl_havana","protein_coding","ENST00000542720","1","LATS1-205","ensembl_havana","nonsense_mediated_decay",NA,"1","3","ENSE00001511282","2",NA,NA,NA,TRUE
"ENSG00000131037.2780558","19","havana","exon",55083767,55084642,"+","ENSG00000131037","15","EPS8L1","ensembl_havana","protein_coding","ENST00000587786","5","EPS8L1-207","havana","nonsense_mediated_decay",NA,"1","13","ENSE00002774578","1",NA,NA,NA,TRUE
"ENSG00000131042.2777115","19","havana","exon",54276247,54276301,"-","ENSG00000131042","14","LILRB2","ensembl_havana","protein_coding","ENST00000455108","5","LILRB2-206","havana","nonsense_mediated_decay","cds_start_NF","3","6","ENSE00001720987","1",NA,NA,NA,TRUE
"ENSG00000131044.2573913","20","havana","exon",31938182,31938263,"+","ENSG00000131044","17","TTLL9","ensembl_havana","protein_coding","ENST00000375922","8","TTLL9-203","havana","nonsense_mediated_decay",NA,"1","13","ENSE00003820559","1",NA,NA,NA,TRUE
"ENSG00000131044.2573990","20","havana","exon",31938182,31938263,"+","ENSG00000131044","17","TTLL9","ensembl_havana","protein_coding","ENST00000644596","1","TTLL9-213","havana","nonsense_mediated_decay",NA,NA,"14","ENSE00003820559","1",NA,NA,NA,TRUE
"ENSG00000131051.2582864","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000656873","1","RBM39-246","havana","nonsense_mediated_decay",NA,NA,"4","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583019","20","ensembl_havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000403542","6","RBM39-206","ensembl_havana","nonsense_mediated_decay",NA,"2","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583104","20","havana","exon",35709224,35709309,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000476806","5","RBM39-230","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00001945131","1",NA,NA,NA,TRUE
"ENSG00000131051.2583139","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000444878","5","RBM39-216","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583182","20","ensembl_havana","exon",35734186,35734257,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000429968","5","RBM39-212","ensembl_havana","nonsense_mediated_decay",NA,"2","4","ENSE00003698235","1",NA,NA,NA,TRUE
"ENSG00000131051.2583287","20","havana","exon",35710283,35710420,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000615771","5","RBM39-244","havana","nonsense_mediated_decay","cds_start_NF","5","5","ENSE00003742746","2",NA,NA,NA,TRUE
"ENSG00000131051.2583317","20","havana","exon",35713702,35713857,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000490484","7","RBM39-236","havana","nonsense_mediated_decay","cds_start_NF","5","6","ENSE00001956861","2",NA,NA,NA,TRUE
"ENSG00000131051.2583357","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000412738","5","RBM39-207","havana","nonsense_mediated_decay",NA,"3","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583397","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000425184","5","RBM39-210","havana","nonsense_mediated_decay","cds_start_NF","3","1","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583422","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000455343","5","RBM39-220","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583439","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000416108","5","RBM39-208","havana","nonsense_mediated_decay",NA,"4","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583473","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000449489","5","RBM39-218","havana","nonsense_mediated_decay",NA,"5","2","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583491","20","havana","exon",35736513,35736567,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000433027","5","RBM39-213","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003461110","1",NA,NA,NA,TRUE
"ENSG00000131051.2583510","20","havana","exon",35740525,35740597,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000453310","5","RBM39-219","havana","nonsense_mediated_decay",NA,"2","3","ENSE00003591230","1",NA,NA,NA,TRUE
"ENSG00000131051.2583528","20","havana","exon",35739393,35739547,"-","ENSG00000131051","24","RBM39","ensembl_havana","protein_coding","ENST00000416529","5","RBM39-209","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001754024","1",NA,NA,NA,TRUE
"ENSG00000131067.2579089","20","havana","exon",34850782,34850917,"-","ENSG00000131067","17","GGT7","ensembl_havana","protein_coding","ENST00000469018","5","GGT7-203","havana","nonsense_mediated_decay","cds_start_NF","5","4","ENSE00001916270","1",NA,NA,NA,TRUE
"ENSG00000131089.1230458","X","havana","exon",63715988,63716119,"-","ENSG00000131089","16","ARHGEF9","ensembl_havana","protein_coding","ENST00000639092","1","ARHGEF9-238","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003755005","2",NA,NA,NA,TRUE
"ENSG00000131089.1230595","X","havana","exon",63703170,63703284,"-","ENSG00000131089","16","ARHGEF9","ensembl_havana","protein_coding","ENST00000495564","5","ARHGEF9-207","havana","nonsense_mediated_decay",NA,"2","5","ENSE00001928924","1",NA,NA,NA,TRUE
"ENSG00000131089.1230851","X","havana","exon",63722762,63722897,"-","ENSG00000131089","16","ARHGEF9","ensembl_havana","protein_coding","ENST00000636102","1","ARHGEF9-223","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003796368","1",NA,NA,NA,TRUE
"ENSG00000131089.1230954","X","havana","exon",63656510,63658064,"-","ENSG00000131089","16","ARHGEF9","ensembl_havana","protein_coding","ENST00000637855","1","ARHGEF9-236","havana","nonsense_mediated_decay","cds_start_NF","5","6","ENSE00003794641","1",NA,NA,NA,TRUE
"ENSG00000131095.2420185","17","havana","exon",44903959,44905149,"-","ENSG00000131095","13","GFAP","ensembl_havana","protein_coding","ENST00000639243","1","GFAP-232","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00003802013","1",NA,NA,NA,TRUE
"ENSG00000131095.2420201","17","havana","exon",44904766,44905149,"-","ENSG00000131095","13","GFAP","ensembl_havana","protein_coding","ENST00000639369","1","GFAP-234","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00003805694","1",NA,NA,NA,TRUE
"ENSG00000131095.2420215","17","havana","exon",44904766,44905149,"-","ENSG00000131095","13","GFAP","ensembl_havana","protein_coding","ENST00000640859","1","GFAP-238","havana","nonsense_mediated_decay","cds_start_NF","5","2","ENSE00003805694","1",NA,NA,NA,TRUE
"ENSG00000131095.2420230","17","havana","exon",44904442,44905149,"-","ENSG00000131095","13","GFAP","ensembl_havana","protein_coding","ENST00000638400","1","GFAP-227","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00003804847","1",NA,NA,NA,TRUE
"ENSG00000131095.2420497","17","havana","exon",44915026,44915135,"-","ENSG00000131095","13","GFAP","ensembl_havana","protein_coding","ENST00000585728","5","GFAP-206","havana","nonsense_mediated_decay",NA,"3","2","ENSE00002885425","1",NA,NA,NA,TRUE
"ENSG00000131097.2419594","17","havana","exon",44849106,44849388,"+","ENSG00000131097","7","HIGD1B","ensembl_havana","protein_coding","ENST00000586911","1","HIGD1B-202","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002835929","1",NA,NA,NA,TRUE
"ENSG00000131143.2313863","16","havana","exon",85804540,85804661,"+","ENSG00000131143","9","COX4I1","ensembl_havana","protein_coding","ENST00000566115","5","COX4I1-210","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002590879","1",NA,NA,NA,TRUE
"ENSG00000131143.2313960","16","havana","exon",85804937,85805153,"+","ENSG00000131143","9","COX4I1","ensembl_havana","protein_coding","ENST00000564544","1","COX4I1-206","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002629038","1",NA,NA,NA,TRUE
"ENSG00000131148.2313784","16","havana","exon",85779641,85779867,"-","ENSG00000131148","9","EMC8","ensembl_havana","protein_coding","ENST00000595980","5","EMC8-203","havana","nonsense_mediated_decay","cds_start_NF","2","3","ENSE00003009895","1",NA,NA,NA,TRUE
"ENSG00000131165.2321586","16","havana","exon",89647035,89647331,"-","ENSG00000131165","15","CHMP1A","ensembl_havana","protein_coding","ENST00000549328","1","CHMP1A-207","havana","nonsense_mediated_decay",NA,"3","5","ENSE00002370275","1",NA,NA,NA,TRUE
"ENSG00000131238.67296","1","havana","exon",40089410,40089582,"-","ENSG00000131238","17","PPT1","ensembl_havana","protein_coding","ENST00000530704","6","PPT1-210","havana","nonsense_mediated_decay",NA,"1","5","ENSE00002154717","1",NA,NA,NA,TRUE
"ENSG00000131238.67391","1","havana","exon",40092398,40092500,"-","ENSG00000131238","17","PPT1","ensembl_havana","protein_coding","ENST00000641691","1","PPT1-217","havana","nonsense_mediated_decay",NA,NA,"2","ENSE00003813959","1",NA,NA,NA,TRUE
"ENSG00000131238.67445","1","havana","exon",40073673,40074183,"-","ENSG00000131238","17","PPT1","ensembl_havana","protein_coding","ENST00000529905","5","PPT1-208","havana","nonsense_mediated_decay","CCDS","5","9","ENSE00002140333","1",NA,NA,"CCDS447",TRUE
"ENSG00000131238.67518","1","havana","exon",40096809,40097212,"-","ENSG00000131238","17","PPT1","ensembl_havana","protein_coding","ENST00000526547","2","PPT1-206","havana","nonsense_mediated_decay","cds_start_NF","5","1","ENSE00002150505","2",NA,NA,NA,TRUE
"ENSG00000131238.67534","1","havana","exon",40092398,40092500,"-","ENSG00000131238","17","PPT1","ensembl_havana","protein_coding","ENST00000641548","1","PPT1-216","havana","nonsense_mediated_decay",NA,NA,"2","ENSE00003813959","1",NA,NA,NA,TRUE
"ENSG00000131242.2385967","17","havana","exon",31509077,31509481,"+","ENSG00000131242","18","RAB11FIP4","ensembl_havana","protein_coding","ENST00000579589","1","RAB11FIP4-204","havana","nonsense_mediated_decay",NA,"4","2","ENSE00002687640","1",NA,NA,NA,TRUE
"ENSG00000131242.2385975","17","havana","exon",31488192,31488432,"+","ENSG00000131242","18","RAB11FIP4","ensembl_havana","protein_coding","ENST00000578694","1","RAB11FIP4-203","havana","nonsense_mediated_decay",NA,"5","1","ENSE00002721010","1",NA,NA,NA,TRUE
"ENSG00000131269.1240422","X","havana","exon",75071509,75071704,"-","ENSG00000131269","19","ABCB7","ensembl_havana","protein_coding","ENST00000534570","5","ABCB7-209","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00001623032","2",NA,NA,NA,TRUE
"ENSG00000131269.1240472","X","havana","exon",75097456,75097538,"-","ENSG00000131269","19","ABCB7","ensembl_havana","protein_coding","ENST00000643632","1","ABCB7-211","havana","nonsense_mediated_decay","cds_start_NF",NA,"5","ENSE00003823877","1",NA,NA,NA,TRUE
"ENSG00000131323.2074074","14","havana","exon",102895073,102895199,"+","ENSG00000131323","14","TRAF3","ensembl_havana","protein_coding","ENST00000558700","5","TRAF3-205","havana","nonsense_mediated_decay","cds_start_NF","3","7","ENSE00002540660","1",NA,NA,NA,TRUE
"ENSG00000131351.2681984","19","havana","exon",17069031,17069099,"-","ENSG00000131351","15","HAUS8","ensembl_havana","protein_coding","ENST00000598517","5","HAUS8-207","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002983220","1",NA,NA,NA,TRUE
"ENSG00000131368.497825","3","havana","exon",15053291,15053467,"-","ENSG00000131368","8","MRPS25","ensembl_havana","protein_coding","ENST00000420267","5","MRPS25-202","havana","nonsense_mediated_decay",NA,"4","3","ENSE00001680536","1",NA,NA,NA,TRUE
"ENSG00000131368.497849","3","havana","exon",15053291,15053467,"-","ENSG00000131368","8","MRPS25","ensembl_havana","protein_coding","ENST00000447299","1","MRPS25-204","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001680536","1",NA,NA,NA,TRUE
"ENSG00000131370.498213","3","havana","exon",15258831,15258883,"-","ENSG00000131370","16","SH3BP5","ensembl_havana","protein_coding","ENST00000412806","1","SH3BP5-204","havana","nonsense_mediated_decay",NA,"5","2","ENSE00001715030","1",NA,NA,NA,TRUE
"ENSG00000131375.498045","3","havana","exon",15210802,15210922,"+","ENSG00000131375","10","CAPN7","ensembl_havana","protein_coding","ENST00000418994","1","CAPN7-203","havana","nonsense_mediated_decay",NA,"5","2","ENSE00001698362","1",NA,NA,NA,TRUE
"ENSG00000131378.500032","3","havana","exon",16315625,16315886,"-","ENSG00000131378","14","RFTN1","ensembl_havana","protein_coding","ENST00000607320","5","RFTN1-212","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00003697748","1",NA,NA,NA,TRUE
"ENSG00000131378.500155","3","havana","exon",16416112,16416211,"-","ENSG00000131378","14","RFTN1","ensembl_havana","protein_coding","ENST00000453536","5","RFTN1-207","havana","nonsense_mediated_decay",NA,"5","4","ENSE00001725623","1",NA,NA,NA,TRUE
"ENSG00000131381.497932","3","havana","exon",15075290,15075417,"-","ENSG00000131381","12","RBSN","ensembl_havana","protein_coding","ENST00000426541","1","RBSN-202","havana","nonsense_mediated_decay","cds_start_NF","3","6","ENSE00001794497","1",NA,NA,NA,TRUE
"ENSG00000131381.497967","3","havana","exon",15091339,15091493,"-","ENSG00000131381","12","RBSN","ensembl_havana","protein_coding","ENST00000441057","5","RBSN-203","havana","nonsense_mediated_decay",NA,"5","5","ENSE00001768102","1",NA,NA,NA,TRUE
"ENSG00000131469.2412947","17","havana","exon",42999186,42999292,"+","ENSG00000131469","14","RPL27","ensembl_havana","protein_coding","ENST00000590864","2","RPL27-207","havana","nonsense_mediated_decay",NA,"2","2","ENSE00003824810","1",NA,NA,NA,TRUE
"ENSG00000131470.2410089","17","havana","exon",42577080,42577302,"-","ENSG00000131470","14","PSMC3IP","ensembl_havana","protein_coding","ENST00000588544","5","PSMC3IP-206","havana","nonsense_mediated_decay",NA,"1","3","ENSE00002848018","1",NA,NA,NA,TRUE
"ENSG00000131470.2410112","17","havana","exon",42573819,42574210,"-","ENSG00000131470","14","PSMC3IP","ensembl_havana","protein_coding","ENST00000590931","1","PSMC3IP-209","havana","nonsense_mediated_decay",NA,"1","4","ENSE00002862830","1",NA,NA,NA,TRUE
"ENSG00000131475.2411362","17","havana","exon",42774248,42774327,"+","ENSG00000131475","7","VPS25","ensembl_havana","protein_coding","ENST00000589577","1","VPS25-204","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002865133","1",NA,NA,NA,TRUE
"ENSG00000131504.880324","5","havana","exon",141580744,141580805,"-","ENSG00000131504","17","DIAPH1","ensembl_havana","protein_coding","ENST00000523100","5","DIAPH1-213","havana","nonsense_mediated_decay",NA,"5","7","ENSE00002137239","2",NA,NA,NA,TRUE
"ENSG00000131508.874970","5","havana","exon",139626756,139627057,"+","ENSG00000131508","16","UBE2D2","ensembl_havana","protein_coding","ENST00000398734","8","UBE2D2-203","havana","nonsense_mediated_decay","CCDS","5","7","ENSE00002035469","1",NA,NA,"CCDS43369",TRUE
"ENSG00000131591.2065","1","havana","exon",1083915,1084086,"-","ENSG00000131591","17","C1orf159","ensembl_havana","protein_coding","ENST00000379325","7","C1orf159-203","havana","nonsense_mediated_decay",NA,"2","10","ENSE00003657760","1",NA,NA,NA,TRUE
"ENSG00000131591.2109","1","havana","exon",1090353,1091374,"-","ENSG00000131591","17","C1orf159","ensembl_havana","protein_coding","ENST00000477196","5","C1orf159-216","havana","nonsense_mediated_decay",NA,"2","4","ENSE00001908037","1",NA,NA,NA,TRUE
"ENSG00000131697.12838","1","havana","exon",5879346,5879632,"-","ENSG00000131697","18","NPHP4","ensembl_havana","protein_coding","ENST00000489180","6","NPHP4-209","havana","nonsense_mediated_decay",NA,"2","20","ENSE00001868117","1",NA,NA,NA,TRUE
